Name	ID pre-miRNA
hsa-miR-874	MI0005532
hsa-miR-890	MI0005533
hsa-miR-891b	MI0005534
hsa-miR-888-5p	MI0005537
hsa-miR-888-3p	MI0005537
hsa-miR-892b	MI0005538
hsa-miR-541-5p	MI0005539
hsa-miR-541-3p	MI0005539
hsa-miR-889	MI0005540
hsa-miR-875-5p	MI0005541
hsa-miR-875-3p	MI0005541
hsa-miR-876-5p	MI0005542
hsa-miR-876-3p	MI0005542
hsa-miR-708-5p	MI0005543
hsa-miR-708-3p	MI0005543
hsa-miR-147b	MI0005544
hsa-miR-190b	MI0005545
hsa-miR-744-5p	MI0005559
hsa-miR-744-3p	MI0005559
hsa-miR-885-5p	MI0005560
hsa-miR-885-3p	MI0005560
hsa-miR-877-5p	MI0005561
hsa-miR-877-3p	MI0005561
hsa-miR-887	MI0005562
hsa-miR-665	MI0005563
hsa-miR-873-5p	MI0005564
hsa-miR-873-3p	MI0005564
hsa-miR-543	MI0005565
hsa-miR-374b-5p	MI0005566
hsa-miR-374b-3p	MI0005566
hsa-miR-760	MI0005567
hsa-miR-301b	MI0005568
hsa-miR-216b	MI0005569
hsa-miR-208b	MI0005570
hsa-miR-920	MI0005712
hsa-miR-921	MI0005713
hsa-miR-922	MI0005714
hsa-miR-924	MI0005716
hsa-miR-509-3-5p	MI0005717
hsa-miR-509-3p	MI0005717
hsa-miR-933	MI0005755
hsa-miR-934	MI0005756
hsa-miR-935	MI0005757
hsa-miR-936	MI0005758
hsa-miR-937	MI0005759
hsa-miR-938	MI0005760
hsa-miR-939	MI0005761
hsa-miR-940	MI0005762
hsa-miR-941	MI0005763
hsa-miR-941	MI0005765
hsa-miR-941	MI0005766
hsa-miR-942	MI0005767
hsa-miR-943	MI0005768
hsa-miR-944	MI0005769
hsa-miR-297	MI0005775
hsa-miR-1178	MI0006271
hsa-miR-1179	MI0006272
hsa-miR-1180	MI0006273
hsa-miR-1181	MI0006274
hsa-miR-1182	MI0006275
hsa-miR-1183	MI0006276
hsa-miR-1184	MI0006277
hsa-miR-1225-5p	MI0006311
hsa-miR-1225-3p	MI0006311
hsa-miR-1226-5p	MI0006313
hsa-miR-1226-3p	MI0006313
hsa-miR-1227	MI0006316
hsa-miR-1228-5p	MI0006318
hsa-miR-1228-3p	MI0006318
hsa-miR-1229	MI0006319
hsa-miR-1231	MI0006321
hsa-miR-1233	MI0006323
hsa-miR-1234	MI0006324
hsa-miR-1236	MI0006326
hsa-miR-1237	MI0006327
hsa-miR-1238	MI0006328
hsa-miR-1200	MI0006332
hsa-miR-1202	MI0006334
hsa-miR-1203	MI0006335
hsa-miR-663b	MI0006336
hsa-miR-1204	MI0006337
hsa-miR-1205	MI0006338
hsa-miR-1206	MI0006339
hsa-miR-1207-5p	MI0006340
hsa-miR-1207-3p	MI0006340
hsa-miR-1208	MI0006341
hsa-miR-548e	MI0006344
hsa-miR-548j	MI0006345
hsa-miR-1285-3p	MI0006346
hsa-miR-1285-5p	MI0006346
hsa-miR-1285-3p	MI0006347
hsa-miR-1286	MI0006348
hsa-miR-1287	MI0006349
hsa-miR-1289	MI0006350
hsa-miR-1289	MI0006351
hsa-miR-1290	MI0006352
hsa-miR-1291	MI0006353
hsa-miR-548k	MI0006354
hsa-miR-1293	MI0006355
hsa-miR-1294	MI0006356
hsa-miR-1295a	MI0006357
hsa-miR-1297	MI0006358
hsa-miR-1299	MI0006359
hsa-miR-548l	MI0006361
hsa-miR-1302	MI0006362
hsa-miR-1302	MI0006363
hsa-miR-1302	MI0006364
hsa-miR-1302	MI0006365
hsa-miR-1302	MI0006366
hsa-miR-1302	MI0006367
hsa-miR-1302	MI0006368
hsa-miR-1302	MI0006369
hsa-miR-1303	MI0006370
hsa-miR-1304-5p	MI0006371
hsa-miR-1304-3p	MI0006371
hsa-miR-1305	MI0006372
hsa-miR-1243	MI0006373
hsa-miR-548f	MI0006374
hsa-miR-548f	MI0006375
hsa-miR-548f	MI0006376
hsa-miR-548f	MI0006377
hsa-miR-548f	MI0006378
hsa-miR-1244	MI0006379
hsa-miR-1245a	MI0006380
hsa-miR-1246	MI0006381
hsa-miR-1247-5p	MI0006382
hsa-miR-1247-3p	MI0006382
hsa-miR-1248	MI0006383
hsa-miR-1249	MI0006384
hsa-miR-1250	MI0006385
hsa-miR-1251	MI0006386
hsa-miR-1253	MI0006387
hsa-miR-1254	MI0006388
hsa-miR-1255a	MI0006389
hsa-miR-1256	MI0006390
hsa-miR-1257	MI0006391
hsa-miR-1258	MI0006392
hsa-miR-1260a	MI0006394
hsa-miR-548g-3p	MI0006395
hsa-miR-548g-5p	MI0006395
hsa-miR-1261	MI0006396
hsa-miR-1262	MI0006397
hsa-miR-1263	MI0006398
hsa-miR-548n	MI0006399
hsa-miR-548m	MI0006400
hsa-miR-1265	MI0006401
hsa-miR-548o-3p	MI0006402
hsa-miR-1266	MI0006403
hsa-miR-1267	MI0006404
hsa-miR-1268a	MI0006405
hsa-miR-1269a	MI0006406
hsa-miR-1270	MI0006407
hsa-miR-1272	MI0006408
hsa-miR-1273a	MI0006409
hsa-miR-548h-5p	MI0006411
hsa-miR-548h-5p	MI0006412
hsa-miR-548h-5p	MI0006413
hsa-miR-548h-5p	MI0006414
hsa-miR-548h-3p	MI0006414
hsa-miR-1275	MI0006415
hsa-miR-1276	MI0006416
hsa-miR-302e	MI0006417
hsa-miR-302f	MI0006418
hsa-miR-1277-3p	MI0006419
hsa-miR-1277-5p	MI0006419
hsa-miR-548p	MI0006420
hsa-miR-548i	MI0006421
hsa-miR-548i	MI0006422
hsa-miR-548i	MI0006423
hsa-miR-548i	MI0006424
hsa-miR-1278	MI0006425
hsa-miR-1279	MI0006426
hsa-miR-1281	MI0006428
hsa-miR-1282	MI0006429
hsa-miR-1283	MI0006430
hsa-miR-1284	MI0006431
hsa-miR-1288	MI0006432
hsa-miR-1292	MI0006433
hsa-miR-1252	MI0006434
hsa-miR-1255b-5p	MI0006435
hsa-miR-1255b-5p	MI0006436
hsa-miR-1255b-2-3p	MI0006436
hsa-miR-1280	MI0006437
hsa-miR-664-5p	MI0006442
hsa-miR-664-3p	MI0006442
hsa-miR-1306-3p	MI0006443
hsa-miR-1306-5p	MI0006443
hsa-miR-1307-3p	MI0006444
hsa-miR-1307-5p	MI0006444
hsa-miR-513b	MI0006648
hsa-miR-513c-5p	MI0006649
hsa-miR-513c-3p	MI0006649
hsa-miR-1321	MI0006652
hsa-miR-1322	MI0006653
hsa-miR-720	MI0006654
hsa-miR-1197	MI0006656
hsa-miR-1324	MI0006657
hsa-miR-1469	MI0007074
hsa-miR-1470	MI0007075
hsa-miR-1471	MI0007076
hsa-miR-1537	MI0007258
hsa-miR-1538	MI0007259
hsa-miR-1539	MI0007260
hsa-miR-103b	MI0007261
hsa-miR-103b	MI0007262
hsa-miR-320d	MI0008190
hsa-miR-320c	MI0008191
hsa-miR-320d	MI0008192
hsa-miR-1825	MI0008193
hsa-miR-1827	MI0008195
hsa-miR-1908	MI0008329
hsa-miR-1909-5p	MI0008330
hsa-miR-1909-3p	MI0008330
hsa-miR-1910	MI0008331
hsa-miR-1911-5p	MI0008332
hsa-miR-1911-3p	MI0008332
hsa-miR-1912	MI0008333
hsa-miR-1913	MI0008334
hsa-miR-1914-5p	MI0008335
hsa-miR-1914-3p	MI0008335
hsa-miR-1915-5p	MI0008336
hsa-miR-1915-3p	MI0008336
hsa-miR-1972	MI0009982
hsa-miR-1973	MI0009983
hsa-miR-1976	MI0009986
hsa-miR-2052	MI0010486
hsa-miR-2053	MI0010487
hsa-miR-2054	MI0010488
hsa-miR-2110	MI0010629
hsa-miR-2114-5p	MI0010633
hsa-miR-2114-3p	MI0010633
hsa-miR-2115-5p	MI0010634
hsa-miR-2115-3p	MI0010634
hsa-miR-2116-5p	MI0010635
hsa-miR-2116-3p	MI0010635
hsa-miR-2117	MI0010636
hsa-miR-548q	MI0010637
hsa-miR-2276	MI0011282
hsa-miR-2277-5p	MI0011284
hsa-miR-2277-3p	MI0011284
hsa-miR-2278	MI0011285
hsa-miR-2681-5p	MI0012062
hsa-miR-2681-3p	MI0012062
hsa-miR-2682-5p	MI0012063
hsa-miR-2682-3p	MI0012063
hsa-miR-711	MI0012488
hsa-miR-718	MI0012489
hsa-miR-2861	MI0013006
hsa-miR-2909	MI0013083
hsa-miR-3115	MI0014127
hsa-miR-3116	MI0014128
hsa-miR-3116	MI0014129
hsa-miR-3117-3p	MI0014130
hsa-miR-3117-5p	MI0014130
hsa-miR-3118	MI0014131
hsa-miR-3118	MI0014132
hsa-miR-3118	MI0014133
hsa-miR-3119	MI0014134
hsa-miR-3119	MI0014135
hsa-miR-3120-3p	MI0014136
hsa-miR-3120-5p	MI0014136
hsa-miR-3121-3p	MI0014137
hsa-miR-3121-5p	MI0014137
hsa-miR-3122	MI0014138
hsa-miR-3123	MI0014139
hsa-miR-3124-5p	MI0014140
hsa-miR-3124-3p	MI0014140
hsa-miR-548s	MI0014141
hsa-miR-3125	MI0014142
hsa-miR-3126-5p	MI0014143
hsa-miR-3126-3p	MI0014143
hsa-miR-3127-5p	MI0014144
hsa-miR-3127-3p	MI0014144
hsa-miR-3128	MI0014145
hsa-miR-3129-5p	MI0014146
hsa-miR-3129-3p	MI0014146
hsa-miR-3130-5p	MI0014147
hsa-miR-3130-3p	MI0014147
hsa-miR-3130-5p	MI0014148
hsa-miR-3130-3p	MI0014148
hsa-miR-3131	MI0014151
hsa-miR-3132	MI0014152
hsa-miR-3133	MI0014153
hsa-miR-378b	MI0014154
hsa-miR-3134	MI0014155
hsa-miR-3135a	MI0014156
hsa-miR-466	MI0014157
hsa-miR-3136-5p	MI0014158
hsa-miR-3136-3p	MI0014158
hsa-miR-544b	MI0014159
hsa-miR-3137	MI0014160
hsa-miR-3138	MI0014161
hsa-miR-3139	MI0014162
hsa-miR-3140-3p	MI0014163
hsa-miR-3140-5p	MI0014163
hsa-miR-548t-5p	MI0014164
hsa-miR-548t-3p	MI0014164
hsa-miR-3141	MI0014165
hsa-miR-3142	MI0014166
hsa-miR-3143	MI0014167
hsa-miR-548u	MI0014168
hsa-miR-3144-5p	MI0014169
hsa-miR-3144-3p	MI0014169
hsa-miR-3145-3p	MI0014170
hsa-miR-3145-5p	MI0014170
hsa-miR-1273c	MI0014171
hsa-miR-3146	MI0014172
hsa-miR-3147	MI0014173
hsa-miR-548v	MI0014174
hsa-miR-3148	MI0014175
hsa-miR-3149	MI0014176
hsa-miR-3150a-3p	MI0014177
hsa-miR-3150a-5p	MI0014177
hsa-miR-3151	MI0014178
hsa-miR-3152-3p	MI0014179
hsa-miR-3152-5p	MI0014179
hsa-miR-3153	MI0014180
hsa-miR-3074-3p	MI0014181
hsa-miR-3074-5p	MI0014181
hsa-miR-3154	MI0014182
hsa-miR-3155a	MI0014183
hsa-miR-3156-5p	MI0014184
hsa-miR-3156-3p	MI0014184
hsa-miR-3157-5p	MI0014185
hsa-miR-3157-3p	MI0014185
hsa-miR-3158-3p	MI0014186
hsa-miR-3158-5p	MI0014186
hsa-miR-3158-3p	MI0014187
hsa-miR-3158-5p	MI0014187
hsa-miR-3159	MI0014188
hsa-miR-3160-3p	MI0014189
hsa-miR-3160-5p	MI0014189
hsa-miR-3160-5p	MI0014190
hsa-miR-3160-3p	MI0014190
hsa-miR-3161	MI0014191
hsa-miR-3162-5p	MI0014192
hsa-miR-3162-3p	MI0014192
hsa-miR-3163	MI0014193
hsa-miR-3164	MI0014194
hsa-miR-3165	MI0014195
hsa-miR-3166	MI0014196
hsa-miR-1260b	MI0014197
hsa-miR-3167	MI0014198
hsa-miR-3168	MI0014199
hsa-miR-3169	MI0014200
hsa-miR-3170	MI0014201
hsa-miR-3171	MI0014202
hsa-miR-3173-3p	MI0014204
hsa-miR-3173-5p	MI0014204
hsa-miR-1193	MI0014205
hsa-miR-323b-5p	MI0014206
hsa-miR-323b-3p	MI0014206
hsa-miR-3118	MI0014207
hsa-miR-3174	MI0014208
hsa-miR-3175	MI0014209
hsa-miR-3176	MI0014210
hsa-miR-3177-3p	MI0014211
hsa-miR-3177-5p	MI0014211
hsa-miR-3178	MI0014212
hsa-miR-3179	MI0014213
hsa-miR-3180-5p	MI0014214
hsa-miR-3180-3p	MI0014214
hsa-miR-3180-5p	MI0014215
hsa-miR-3180-3p	MI0014215
hsa-miR-3179	MI0014216
hsa-miR-3180-5p	MI0014217
hsa-miR-3180-3p	MI0014217
hsa-miR-3179	MI0014221
hsa-miR-548w	MI0014222
hsa-miR-3181	MI0014223
hsa-miR-3182	MI0014224
hsa-miR-3183	MI0014225
hsa-miR-3184-5p	MI0014226
hsa-miR-3184-3p	MI0014226
hsa-miR-3185	MI0014227
hsa-miR-3065-5p	MI0014228
hsa-miR-3065-3p	MI0014228
hsa-miR-3186-5p	MI0014229
hsa-miR-3186-3p	MI0014229
hsa-miR-3156-5p	MI0014230
hsa-miR-3156-3p	MI0014230
hsa-miR-3187-3p	MI0014231
hsa-miR-3187-5p	MI0014231
hsa-miR-3188	MI0014232
hsa-miR-3189-3p	MI0014233
hsa-miR-3189-5p	MI0014233
hsa-miR-320e	MI0014234
hsa-miR-3190-5p	MI0014235
hsa-miR-3190-3p	MI0014235
hsa-miR-3191-3p	MI0014236
hsa-miR-3191-5p	MI0014236
hsa-miR-3192	MI0014237
hsa-miR-3193	MI0014238
hsa-miR-3194-5p	MI0014239
hsa-miR-3194-3p	MI0014239
hsa-miR-3195	MI0014240
hsa-miR-3196	MI0014241
hsa-miR-3156-5p	MI0014242
hsa-miR-3118	MI0014243
hsa-miR-548x-3p	MI0014244
hsa-miR-548x-5p	MI0014244
hsa-miR-3197	MI0014245
hsa-miR-3198	MI0014246
hsa-miR-3199	MI0014247
hsa-miR-3199	MI0014248
hsa-miR-3200-5p	MI0014249
hsa-miR-3200-3p	MI0014249
hsa-miR-3201	MI0014250
hsa-miR-514b-5p	MI0014251
hsa-miR-514b-3p	MI0014251
hsa-miR-3202	MI0014252
hsa-miR-3202	MI0014253
hsa-miR-1273d	MI0014254
hsa-miR-4295	MI0015822
hsa-miR-4296	MI0015823
hsa-miR-4297	MI0015824
hsa-miR-378c	MI0015825
hsa-miR-4293	MI0015826
hsa-miR-4294	MI0015827
hsa-miR-4301	MI0015828
hsa-miR-4299	MI0015829
hsa-miR-4298	MI0015830
hsa-miR-4300	MI0015831
hsa-miR-4304	MI0015832
hsa-miR-4302	MI0015833
hsa-miR-4303	MI0015834
hsa-miR-4305	MI0015835
hsa-miR-4306	MI0015836
hsa-miR-4309	MI0015837
hsa-miR-4307	MI0015838
hsa-miR-4308	MI0015839
hsa-miR-4310	MI0015840
hsa-miR-4311	MI0015841
hsa-miR-4312	MI0015842
hsa-miR-4313	MI0015843
hsa-miR-4315	MI0015844
hsa-miR-4316	MI0015845
hsa-miR-4314	MI0015846
hsa-miR-4318	MI0015847
hsa-miR-4319	MI0015848
hsa-miR-4320	MI0015849
hsa-miR-4317	MI0015850
hsa-miR-4322	MI0015851
hsa-miR-4321	MI0015852
hsa-miR-4323	MI0015853
hsa-miR-4324	MI0015854
hsa-miR-4256	MI0015855
hsa-miR-4257	MI0015856
hsa-miR-4258	MI0015857
hsa-miR-4259	MI0015858
hsa-miR-4260	MI0015859
hsa-miR-4253	MI0015860
hsa-miR-4251	MI0015861
hsa-miR-4254	MI0015862
hsa-miR-4255	MI0015863
hsa-miR-4252	MI0015864
hsa-miR-4325	MI0015865
hsa-miR-4326	MI0015866
hsa-miR-4327	MI0015867
hsa-miR-4261	MI0015868
hsa-miR-4265	MI0015869
hsa-miR-4266	MI0015870
hsa-miR-4267	MI0015871
hsa-miR-4262	MI0015872
hsa-miR-2355-5p	MI0015873
hsa-miR-2355-3p	MI0015873
hsa-miR-4268	MI0015874
hsa-miR-4269	MI0015875
hsa-miR-4263	MI0015876
hsa-miR-4264	MI0015877
hsa-miR-4270	MI0015878
hsa-miR-4271	MI0015879
hsa-miR-4272	MI0015880
hsa-miR-4273	MI0015881
hsa-miR-4276	MI0015882
hsa-miR-4275	MI0015883
hsa-miR-4274	MI0015884
hsa-miR-4281	MI0015885
hsa-miR-4277	MI0015886
hsa-miR-4279	MI0015887
hsa-miR-4278	MI0015888
hsa-miR-4280	MI0015889
hsa-miR-4282	MI0015890
hsa-miR-4285	MI0015891
hsa-miR-4283	MI0015892
hsa-miR-4284	MI0015893
hsa-miR-4286	MI0015894
hsa-miR-4287	MI0015895
hsa-miR-4288	MI0015896
hsa-miR-4292	MI0015897
hsa-miR-4289	MI0015898
hsa-miR-4290	MI0015899
hsa-miR-4291	MI0015900
hsa-miR-4329	MI0015901
hsa-miR-4330	MI0015902
hsa-miR-500b	MI0015903
hsa-miR-4328	MI0015904
hsa-miR-1184	MI0015971
hsa-miR-1184	MI0015972
hsa-miR-1233	MI0015973
hsa-miR-1244	MI0015974
hsa-miR-1244	MI0015975
hsa-miR-1270	MI0015976
hsa-miR-1972	MI0015977
hsa-miR-1302	MI0015978
hsa-miR-1302	MI0015979
hsa-miR-1302	MI0015980
hsa-miR-3118	MI0015981
hsa-miR-4283	MI0015982
hsa-miR-4315	MI0015983
hsa-miR-3605-5p	MI0015995
hsa-miR-3605-3p	MI0015995
hsa-miR-3606	MI0015996
hsa-miR-3607-5p	MI0015997
hsa-miR-3607-3p	MI0015997
hsa-miR-3609	MI0015999
hsa-miR-3610	MI0016000
hsa-miR-3611	MI0016001
hsa-miR-3612	MI0016002
hsa-miR-3613-5p	MI0016003
hsa-miR-3613-3p	MI0016003
hsa-miR-3614-5p	MI0016004
hsa-miR-3614-3p	MI0016004
hsa-miR-3615	MI0016005
hsa-miR-3616-5p	MI0016006
hsa-miR-3616-3p	MI0016006
hsa-miR-3617	MI0016007
hsa-miR-3618	MI0016008
hsa-miR-3619-5p	MI0016009
hsa-miR-3619-3p	MI0016009
hsa-miR-23c	MI0016010
hsa-miR-3620	MI0016011
hsa-miR-3621	MI0016012
hsa-miR-3622a-5p	MI0016013
hsa-miR-3622a-3p	MI0016013
hsa-miR-3622b-5p	MI0016014
hsa-miR-3622b-3p	MI0016014
hsa-miR-3646	MI0016046
hsa-miR-3648	MI0016048
hsa-miR-3649	MI0016049
hsa-miR-3650	MI0016050
hsa-miR-3651	MI0016051
hsa-miR-3652	MI0016052
hsa-miR-3653	MI0016053
hsa-miR-3654	MI0016054
hsa-miR-3655	MI0016055
hsa-miR-3656	MI0016056
hsa-miR-3657	MI0016057
hsa-miR-3658	MI0016058
hsa-miR-3659	MI0016060
hsa-miR-3660	MI0016061
hsa-miR-3661	MI0016062
hsa-miR-3662	MI0016063
hsa-miR-3663-5p	MI0016064
hsa-miR-3663-3p	MI0016064
hsa-miR-3664-5p	MI0016065
hsa-miR-3664-3p	MI0016065
hsa-miR-3665	MI0016066
hsa-miR-3666	MI0016067
hsa-miR-3667-5p	MI0016068
hsa-miR-3667-3p	MI0016068
hsa-miR-3668	MI0016069
hsa-miR-3669	MI0016070
hsa-miR-3670	MI0016071
hsa-miR-3671	MI0016072
hsa-miR-3672	MI0016073
hsa-miR-3673	MI0016074
hsa-miR-3674	MI0016075
hsa-miR-3675-5p	MI0016076
hsa-miR-3675-3p	MI0016076
hsa-miR-3676-3p	MI0016077
hsa-miR-3676-5p	MI0016077
hsa-miR-3677-3p	MI0016078
hsa-miR-3677-5p	MI0016078
hsa-miR-3678-5p	MI0016079
hsa-miR-3678-3p	MI0016079
hsa-miR-3679-5p	MI0016080
hsa-miR-3679-3p	MI0016080
hsa-miR-3680-5p	MI0016081
hsa-miR-3680-3p	MI0016081
hsa-miR-3681-5p	MI0016082
hsa-miR-3681-3p	MI0016082
hsa-miR-3682-3p	MI0016083
hsa-miR-3682-5p	MI0016083
hsa-miR-3683	MI0016084
hsa-miR-3684	MI0016085
hsa-miR-3685	MI0016086
hsa-miR-3686	MI0016087
hsa-miR-3687	MI0016088
hsa-miR-3688-3p	MI0016089
hsa-miR-3688-5p	MI0016089
hsa-miR-3689a-5p	MI0016090
hsa-miR-3689a-3p	MI0016090
hsa-miR-3690	MI0016091
hsa-miR-3691-5p	MI0016092
hsa-miR-3691-3p	MI0016092
hsa-miR-3692-5p	MI0016093
hsa-miR-3692-3p	MI0016093
hsa-miR-3713	MI0016134
hsa-miR-3714	MI0016135
hsa-miR-3180	MI0016408
hsa-miR-3180	MI0016409
hsa-miR-3907	MI0016410
hsa-miR-3689b-5p	MI0016411
hsa-miR-3689b-3p	MI0016411
hsa-miR-3908	MI0016412
hsa-miR-3909	MI0016413
hsa-miR-3910	MI0016414
hsa-miR-3911	MI0016415
hsa-miR-3912	MI0016416
hsa-miR-3913-5p	MI0016417
hsa-miR-3913-3p	MI0016417
hsa-miR-3913-5p	MI0016418
hsa-miR-3913-3p	MI0016418
hsa-miR-3914	MI0016419
hsa-miR-3915	MI0016420
hsa-miR-3914	MI0016421
hsa-miR-3916	MI0016422
hsa-miR-3917	MI0016423
hsa-miR-3918	MI0016424
hsa-miR-3919	MI0016425
hsa-miR-3150b-3p	MI0016426
hsa-miR-3150b-5p	MI0016426
hsa-miR-3920	MI0016427
hsa-miR-3921	MI0016428
hsa-miR-3922-3p	MI0016429
hsa-miR-3922-5p	MI0016429
hsa-miR-3923	MI0016430
hsa-miR-3910	MI0016431
hsa-miR-3924	MI0016432
hsa-miR-3925-5p	MI0016433
hsa-miR-3925-3p	MI0016433
hsa-miR-3926	MI0016434
hsa-miR-3927	MI0016435
hsa-miR-676-5p	MI0016436
hsa-miR-676-3p	MI0016436
hsa-miR-3926	MI0016437
hsa-miR-3928	MI0016438
hsa-miR-3929	MI0016439
hsa-miR-3934	MI0016590
hsa-miR-3935	MI0016591
hsa-miR-3936	MI0016592
hsa-miR-3937	MI0016593
hsa-miR-3938	MI0016594
hsa-miR-548y	MI0016595
hsa-miR-3939	MI0016596
hsa-miR-3940-3p	MI0016597
hsa-miR-3940-5p	MI0016597
hsa-miR-3941	MI0016598
hsa-miR-3942-5p	MI0016599
hsa-miR-3942-3p	MI0016599
hsa-miR-3943	MI0016600
hsa-miR-3944-3p	MI0016601
hsa-miR-3944-5p	MI0016601
hsa-miR-3945	MI0016602
hsa-miR-374c-5p	MI0016684
hsa-miR-374c-3p	MI0016684
hsa-miR-642b-3p	MI0016685
hsa-miR-642b-5p	MI0016685
hsa-miR-550b-3p	MI0016686
hsa-miR-550b-2-5p	MI0016686
hsa-miR-550b-2-5p	MI0016687
hsa-miR-550b-3p	MI0016687
hsa-miR-548z	MI0016688
hsa-miR-548aa	MI0016689
hsa-miR-548aa	MI0016690
hsa-miR-548o-5p	MI0016746
hsa-miR-548o-3p	MI0016746
hsa-miR-1254	MI0016747
hsa-miR-1268b	MI0016748
hsa-miR-378d	MI0016749
hsa-miR-378e	MI0016750
hsa-miR-548h-5p	MI0016751
hsa-miR-548ab	MI0016752
hsa-miR-4417	MI0016753
hsa-miR-4418	MI0016754
hsa-miR-4419a	MI0016755
hsa-miR-378f	MI0016756
hsa-miR-4420	MI0016757
hsa-miR-4421	MI0016758
hsa-miR-4422	MI0016759
hsa-miR-4423-5p	MI0016760
hsa-miR-4423-3p	MI0016760
hsa-miR-378g	MI0016761
hsa-miR-548ac	MI0016762
hsa-miR-4424	MI0016763
hsa-miR-4425	MI0016764
hsa-miR-4426	MI0016765
hsa-miR-4427	MI0016766
hsa-miR-4428	MI0016767
hsa-miR-4429	MI0016768
hsa-miR-4430	MI0016769
hsa-miR-548ad	MI0016770
hsa-miR-4431	MI0016771
hsa-miR-4432	MI0016772
hsa-miR-4433-3p	MI0016773
hsa-miR-4433-5p	MI0016773
hsa-miR-4434	MI0016774
hsa-miR-4435	MI0016775
hsa-miR-4436a	MI0016776
hsa-miR-4435	MI0016777
hsa-miR-4437	MI0016778
hsa-miR-548ae	MI0016779
hsa-miR-548ae	MI0016780
hsa-miR-4438	MI0016781
hsa-miR-4439	MI0016782
hsa-miR-4440	MI0016783
hsa-miR-4441	MI0016784
hsa-miR-4442	MI0016785
hsa-miR-4443	MI0016786
hsa-miR-4444	MI0016787
hsa-miR-4445-5p	MI0016788
hsa-miR-4445-3p	MI0016788
hsa-miR-4446-5p	MI0016789
hsa-miR-4446-3p	MI0016789
hsa-miR-4447	MI0016790
hsa-miR-4448	MI0016791
hsa-miR-4449	MI0016792
hsa-miR-548ag	MI0016793
hsa-miR-548ag	MI0016794
hsa-miR-4450	MI0016795
hsa-miR-548ah-5p	MI0016796
hsa-miR-548ah-3p	MI0016796
hsa-miR-4451	MI0016797
hsa-miR-4452	MI0016798
hsa-miR-4453	MI0016799
hsa-miR-4454	MI0016800
hsa-miR-4455	MI0016801
hsa-miR-4456	MI0016802
hsa-miR-4457	MI0016803
hsa-miR-4458	MI0016804
hsa-miR-4459	MI0016805
hsa-miR-4460	MI0016806
hsa-miR-4461	MI0016807
hsa-miR-378h	MI0016808
hsa-miR-3135b	MI0016809
hsa-miR-4462	MI0016810
hsa-miR-4463	MI0016811
hsa-miR-4464	MI0016812
hsa-miR-548ai	MI0016813
hsa-miR-548aj-3p	MI0016814
hsa-miR-548aj-5p	MI0016815
hsa-miR-548aj-3p	MI0016815
hsa-miR-4465	MI0016816
hsa-miR-4466	MI0016817
hsa-miR-4467	MI0016818
hsa-miR-4468	MI0016819
hsa-miR-4469	MI0016820
hsa-miR-4470	MI0016821
hsa-miR-4471	MI0016822
hsa-miR-4472	MI0016823
hsa-miR-4472	MI0016824
hsa-miR-4473	MI0016825
hsa-miR-4474-5p	MI0016826
hsa-miR-4474-3p	MI0016826
hsa-miR-4475	MI0016827
hsa-miR-4476	MI0016828
hsa-miR-4477a	MI0016829
hsa-miR-4477b	MI0016830
hsa-miR-4478	MI0016831
hsa-miR-3689c	MI0016832
hsa-miR-548x-3p	MI0016833
hsa-miR-3689d	MI0016834
hsa-miR-3689d	MI0016835
hsa-miR-3689e	MI0016836
hsa-miR-3689f	MI0016837
hsa-miR-4479	MI0016838
hsa-miR-548ak	MI0016840
hsa-miR-4480	MI0016841
hsa-miR-4481	MI0016842
hsa-miR-4482-5p	MI0016843
hsa-miR-4482-3p	MI0016843
hsa-miR-4483	MI0016844
hsa-miR-4484	MI0016845
hsa-miR-4485	MI0016846
hsa-miR-4486	MI0016847
hsa-miR-4487	MI0016848
hsa-miR-4488	MI0016849
hsa-miR-4489	MI0016850
hsa-miR-548al	MI0016851
hsa-miR-4490	MI0016852
hsa-miR-4491	MI0016853
hsa-miR-4492	MI0016854
hsa-miR-4493	MI0016855
hsa-miR-4494	MI0016856
hsa-miR-4495	MI0016857
hsa-miR-4496	MI0016858
hsa-miR-4497	MI0016859
hsa-miR-4498	MI0016860
hsa-miR-4419b	MI0016861
hsa-miR-4499	MI0016862
hsa-miR-4500	MI0016863
hsa-miR-4501	MI0016864
hsa-miR-4502	MI0016865
hsa-miR-4503	MI0016866
hsa-miR-4504	MI0016867
hsa-miR-4505	MI0016868
hsa-miR-4506	MI0016869
hsa-miR-2392	MI0016870
hsa-miR-4507	MI0016871
hsa-miR-4508	MI0016872
hsa-miR-4509	MI0016873
hsa-miR-4509	MI0016874
hsa-miR-4509	MI0016875
hsa-miR-4510	MI0016876
hsa-miR-4511	MI0016877
hsa-miR-4512	MI0016878
hsa-miR-4513	MI0016879
hsa-miR-4514	MI0016880
hsa-miR-4515	MI0016881
hsa-miR-4516	MI0016882
hsa-miR-4517	MI0016883
hsa-miR-4518	MI0016884
hsa-miR-4519	MI0016885
hsa-miR-4520a-5p	MI0016886
hsa-miR-4520a-3p	MI0016886
hsa-miR-4521	MI0016887
hsa-miR-1269b	MI0016888
hsa-miR-4522	MI0016889
hsa-miR-4523	MI0016890
hsa-miR-4524a-5p	MI0016891
hsa-miR-4524a-3p	MI0016891
hsa-miR-4525	MI0016892
